"id","model_slug","model_url","observed_at","effective_from","category","kind","materiality","confidence","title","summary","before","after","editorial_note","source_label","source_reference","reviewed_at"
"2026-09-14-voyah-dream-gwarancja-przeglady-konflikt","voyah-dream","https://nowoczesneauta.pl/modele/voyah-dream/","2026-09-14","2026-09-14","warranty","conflict","high","conflict","Voyah Dream: gwarancja w 3 wersjach, żadnej z polskiego dokumentu","Importer nie publikuje warunków gwarancji Dream (voyah.pl/gwarancja zwraca 404). Prasa PL podaje 3 lata lub 100 000 km na pojazd i 8 lat lub 160 000 km na baterię; NO i NL — 5 lat lub 150 000 km oraz 8 lat lub 200 000 km. Próg pojemności 75% ma tylko NO, a instrukcja NL wyklucza stopniową utratę.","W rejestrze brak wpisu o warunkach gwarancji Dream; polskiego dokumentu nie ustalono.","Udokumentowano 3 rozbieżne komplety warunków (prasa PL, Norwegia, Holandia) oraz norweski interwał przeglądu 1 rok lub 20 000 km; polski importer nadal nie publikuje żadnego dokumentu.","Pola warr_* w bazie pozostają puste do czasu polskiego dokumentu importera. Strona modelu pokazuje wszystkie 3 komplety obok siebie z etykietą rynku, żadnego nie przypisując polskiej umowie.","Oferta, gwarancja i dane rynkowe Voyah Dream, 14.09.2026","niszowe/voyah/dream/oferta-2026-09-14.md","2026-09-14"
"2026-09-14-voyah-free-gwarancja-pl-konflikt","voyah-free","https://nowoczesneauta.pl/modele/voyah-free/","2026-09-14","2026-09-14","warranty","conflict","high","conflict","Voyah Free: polskie warunki gwarancji nieopublikowane, źródła podają 2 różne limity","Importer nie publikuje warunków gwarancji (voyah.pl/gwarancja zwraca 404). Prasa i Samar podają 5 lat/100 000 km na pojazd i 8 lat/160 000 km na baterię; importerzy NO i NL 5 lat/150 000 km i 8 lat/200 000 km, z progiem pojemności 75% tylko w NO.","Polskie warunki gwarancji nieustalone; w rejestrze brak wpisu o rozbieżności źródeł.","Warunki nadal nieopublikowane przez importera; udokumentowano 2 rozbieżne komplety limitów (prasa vs NO/NL) do potwierdzenia na piśmie w salonie.","Nie przypisujemy polskiej umowie warunków zagranicznych; pola warr_* w bazie pozostają puste do czasu dokumentu importera.","Skrót oferty i gwarancji Voyah Free, 14.09.2026","niszowe/voyah/free/oferta-2026-09-14.md","2026-09-14"
"2026-09-13-dongfeng-shine-warranty-scope","dongfeng-shine","https://nowoczesneauta.pl/modele/dongfeng-shine/","2026-09-13","","warranty","changed","high","marketing","Dongfeng Shine: importer opisuje zakres gwarancji 7 i 10 lat","Aktualny komunikat mówi o 10 latach bez limitu km na wybrane podzespoły napędu oraz 7 latach / 300 000 km na wybrane elementy pojazdu.","W rejestrze: 5 lat z możliwością rozszerzenia do 7 lat.","Komunikat importera: 7 lat / 300 000 km na wybrane elementy oraz 10 lat bez limitu km na wybrane podzespoły napędu.","Data oznacza odczyt źródła, nie początek obowiązywania warunków. To komunikat marketingowy z zastrzeżeniem zakresu; pełna książka gwarancyjna nie została zweryfikowana. Nie przenosimy warunków na wcześniej sprzedane egzemplarze.","Polska strona Dongfeng Shine — komunikat zakresu gwarancji","rynek-2026/dongfeng-shine/dane.md","2026-09-13"
"2026-09-13-dongfeng-shine-e3-details","dongfeng-shine","https://nowoczesneauta.pl/modele/dongfeng-shine/","2026-09-13","","versions","changed","high","confirmed","Dongfeng Shine: uzupełniamy parametry wersji E3","Polska karta przypisuje E3 190 KM, 300 Nm, 10,6 s do 100 km/h i deklarowane 6,1 l/100 km. Cena 94 900 zł pozostaje potwierdzona.","E3 z ceną 94 900 zł, bez parametrów przypisanych do wersji w rejestrze.","E3: 190 KM, 300 Nm, 0–100 km/h w 10,6 s; zużycie 6,1 l/100 km bez określonego cyklu; cena 94 900 zł.","Uzupełnienie dokumentacji istniejącej wersji, nie ogłoszenie premiery ani zmiany napędu w konkretnym dniu. Usunięto błędne zdania o nieznanej cenie i wyposażeniu E3. Parametry E2 nie są przypisywane E3.","Polska strona Dongfeng Shine — parametry i wyposażenie E2/E3","rynek-2026/dongfeng-shine/dane.md","2026-09-13"
"2026-09-13-byd-eth8-masy-wymiary-konflikt","byd-eth8","https://nowoczesneauta.pl/modele/byd-eth8/","2026-09-13","","correction","conflict","high","conflict","ETH8: rozbieżne masy i wymiary podwozia w źródłach","Armatus i broszura BYD podają inne długości, szerokość oraz masę długiej ramy. Nośność krótkiej ramy 11 200 kg z polskiej karty nie wynika z różnicy DMC 19 000 kg i masy 8050 kg.","Armatus: 8160/10 500 mm; masa 8050/8100 kg; nośność ramy 11 200/10 900 kg.","Broszura BYD: 7930/10 270 mm; masa 8050/8250 kg; payload 10 950/10 750 kg.","To rozbieżność dokumentów zaobserwowana w przeglądzie, nie potwierdzona zmiana modelu we wrześniu. Powodu różnic nie ustalono. Na stronie rozdzielamy źródła; ładowność po zabudowie wymaga dokumentów konkretnej konfiguracji.","BYD Trucks ETH8 · broszura 08/2024, strona 1; porównanie z kartą Armatus","rynek-2026/byd-eth8/broszura-en.pdf","2026-09-13"
"2026-09-13-byd-etm6-specyfikacja-konflikt","byd-etm6","https://nowoczesneauta.pl/modele/byd-etm6/","2026-09-13","","correction","conflict","high","conflict","ETM6: karta Armatus i broszura BYD podają różne parametry","Polska karta różni się od broszury BYD długością podwozi o 10 mm, masą o 100 kg i mocą DC 120 zamiast 115 kW. Dane dotyczą 2 rozstawów osi, przed zabudową.","Armatus: 5950/7645 mm, 3680/3750 kg, 3810/3740 kg zapasu do DMC, DC 120 kW.","Broszura BYD: 5940/7635 mm, 3780/3850 kg, payload 3710/3640 kg, DC 115 kW.","Przegląd dokumentuje konflikt źródeł, nie zmianę modelu we wrześniu. Przyczyna rozbieżności jest niepotwierdzona. Do projektu zabudowy i stacji potrzebna jest specyfikacja zamawianego podwozia.","BYD ETM6 · broszura 08/2024, strona 1; porównanie z Armatus","rynek-2026/byd-etm6/broszura-en.pdf","2026-09-13"
"2026-09-13-byd-seal-roczniki-i-oferty","byd-seal","https://nowoczesneauta.pl/modele/byd-seal/","2026-09-13","","correction","conflict","high","conflict","Seal: rozdzielamy roczniki i niespójne ceny promocji","Karta oferty RP2025: 177 100/181 700 zł, PDF RP2025: 191 400/199 200 zł, PDF RP2026: 205 450/215 910 zł. Rok modelowy trzeba sprawdzić oddzielnie od produkcji.","Promocja 2025 była łączona z parametrami MY2026 i rabatem liczonym od innego katalogu.","Ceny przypisane do źródła i rocznika; MY2026 ma bagażniki 485/72 l, starsza specyfikacja 400/53 l. Potwierdź VIN i wycenę.","To przegląd równolegle dostępnych dokumentów, nie nowa promocja we wrześniu. Dodatkowo nowe PDF podają limit przyczepy Design 750 kg z hamulcem wobec 1000 kg w starszym cenniku; wymagane dokumenty konkretnego auta. Uzupełniono znany od2023 wynik Euro NCAP.","BYD Polska: karta oferty, PDF RP2025/RP2026 i dossier przeglądu","byd/seal/oferta-2026-09-13.md","2026-09-13"
"2026-09-13-byd-etp3-deklaracja-czasu-dc","byd-etp3","https://nowoczesneauta.pl/modele/byd-etp3/","2026-09-13","","correction","changed","medium","uncertain","ETP3: deklaracja 30 min DC wymaga wyjaśnienia","Armatus i broszura BYD podają 20–100% w 30 min, baterię 44,9 kWh i DC 50 kW. Relacja tych wartości wymaga potwierdzenia metody pomiaru; nie jest pewnym czasem postoju.","W materiałach: 30 min od 20 do 100% przy DC 50 kW.","Na stronie: deklaracja wymagająca wyjaśnienia; brak potwierdzonego czasu DC w danych liczbowych.","To weryfikacja opisu, nie zmiana parametrów pojazdu. Przy stałych 50 kW przez 30 min energia wyniosłaby najwyżej 25 kWh; 80% podanej pojemności to około 35,9 kWh. Nie znamy energii użytkowej ani sposobu liczenia SOC, dlatego nie wyliczamy alternatywnego czasu.","BYD ETP3 · broszura 1123-BPS-V5, strony 1–2","rynek-2026/byd-etp3/broszura-en.pdf","2026-09-13"
"2026-09-11-byd-atto-2-dm-i-promotion-changed","byd-atto-2-dm-i","https://nowoczesneauta.pl/modele/byd-atto-2-dm-i/","2026-09-11","","promotion","changed","high","confirmed","BYD ATTO 2 DM-i: promocja wersji Active pogłębiona do 105 700 zł","Cena promocyjna wersji Active spadła ze 114 800 zł do 105 700 zł (rabat 15 040 zł od katalogowych 120 740 zł). Boost pozostaje 127 600 zł przy katalogowej 134 285 zł. Oferta do 30.09.2026, wyłącznie za gotówkę.","Active 114 800 zł (promocja)","Active 105 700 zł (promocja do 30.09.2026)","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Karta oferty BYD Polska — odczyt 11.09.2026 (ATTO 2 DM-i)","byd/atto-2-dm-i/dane.md","2026-09-11"
"2026-09-11-byd-seal-promotion-changed","byd-seal","https://nowoczesneauta.pl/modele/byd-seal/","2026-09-11","","promotion","changed","high","confirmed","BYD Seal: promocja rocznika 2025 pogłębiona do 177 100 / 181 700 zł","Karta oferty BYD z 11.09.2026 obniża ceny promocyjne rocznika 2025: Design RWD 177 100 zł (było 191 400 zł), Excellence AWD 181 700 zł (było 199 200 zł). Katalog rocznika 2025 na karcie: 215 900 / 235 900 zł; cennik MY2026: 217 400 / 239 900 zł. Wyłącznie gotówka, do 30.09.2026 lub wyczerpania zapasów.","Design 191 400 zł, Excellence AWD 199 200 zł (promocja)","Design RWD 177 100 zł, Excellence AWD 181 700 zł (promocja do 30.09.2026)","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Karta oferty BYD Polska — odczyt 11.09.2026 (Seal)","byd/seal/dane.md","2026-09-11"
"2026-09-11-byd-sealion-5-dm-i-promotion-added","byd-sealion-5-dm-i","https://nowoczesneauta.pl/modele/byd-sealion-5-dm-i/","2026-09-11","","promotion","added","high","confirmed","BYD Sealion 5 DM-i: pierwsza cena promocyjna — 136 500 zł","Karta oferty BYD z 11.09.2026 wprowadza cenę promocyjną wersji Design 136 500 zł zamiast katalogowych 149 990 zł (rabat 13 490 zł). Do 30.09.2026 lub wyczerpania zapasów, wyłącznie za gotówkę.","149 990 zł (tylko cena katalogowa)","136 500 zł (promocja do 30.09.2026) · katalog 149 990 zł","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Karta oferty BYD Polska — odczyt 11.09.2026 (Sealion 5 DM-i)","byd/sealion-5-dm-i/dane.md","2026-09-11"
"2026-09-11-mg-zs-promotion-changed","mg-zs","https://nowoczesneauta.pl/modele/mg-zs/","2026-09-11","","promotion","changed","high","confirmed","MG ZS: rabat pogłębiony do 13 000 zł — Standard 72 500 zł","Cennik R26 z 8.09.2026 obniża ceny promocyjne: Standard 72 500 zł (było 78 500 zł), Excite 85 900 zł (było 91 900 zł). Katalog bez zmian: 85 500 / 98 900 zł. Oferta do 30.09.2026, limit 10 aut na klienta.","Standard 78 500 zł, Excite 91 900 zł (promocja)","Standard 72 500 zł, Excite 85 900 zł (promocja do 30.09.2026)","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Cennik MG Polska — odczyt 11.09.2026 (ZS)","mg/mg-zs/dane.md","2026-09-11"
"2026-09-11-mg3-hybrid-promotion-changed","mg3-hybrid","https://nowoczesneauta.pl/modele/mg3-hybrid/","2026-09-11","","promotion","changed","high","confirmed","MG3 Hybrid+: promocja 76 950 zł zamiast 87 950 zł do 30.09.2026","Ten sam cennik wprowadza ceny promocyjne 76 950 / 83 500 / 90 000 zł (rabat do 11 000 zł, lakier metalik w cenie). Netto dla kupującego wersja Standard jest o 7 000 zł tańsza niż poprzednia cena 83 950 zł.","Standard 83 950 zł","Standard 76 950 zł (promocja do 30.09.2026)","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Cennik MG Polska — odczyt 11.09.2026 (MG3 Hybrid+)","mg/mg3/dane.md","2026-09-11"
"2026-09-11-mg3-promotion-changed","mg3","https://nowoczesneauta.pl/modele/mg3/","2026-09-11","","promotion","changed","high","confirmed","MG3: promocja pogłębiona — Standard 64 500 zł, Excite 70 900 zł","Cennik R26 z 7.09.2026 obniża ceny promocyjne o 5 000 zł: Standard 64 500 zł (było 69 500 zł), Excite 70 900 zł (było 75 900 zł). Katalog bez zmian: 73 500 / 79 900 zł. Oferta 1.09–30.09.2026.","Standard 69 500 zł, Excite 75 900 zł (promocja)","Standard 64 500 zł, Excite 70 900 zł (promocja do 30.09.2026)","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Cennik MG Polska — odczyt 11.09.2026 (MG3)","mg/mg3/dane.md","2026-09-11"
"2026-09-11-byd-atto-2-promotion-added","byd-atto-2","https://nowoczesneauta.pl/modele/byd-atto-2/","2026-09-11","","promotion","added","medium","confirmed","BYD ATTO 2: promocja obejmuje też rocznik 2026 (Comfort 148 280 zł)","Karta oferty BYD z 11.09.2026 dodaje do promocji rocznika 2025 (Active 113 100, Boost 116 000, Comfort 132 300 zł) cenę promocyjną wersji Comfort z rocznika 2026: 148 280 zł zamiast 156 900 zł. Wszystkie promocje do 30.09.2026, wyłącznie za gotówkę.","promocja tylko rocznik 2025 (Active od 113 100 zł)","rocznik 2025 od 113 100 zł oraz rocznik 2026 Comfort 148 280 zł","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Karta oferty BYD Polska — odczyt 11.09.2026 (ATTO 2)","byd/atto-2/dane.md","2026-09-11"
"2026-09-11-byd-dolphin-g-dm-i-price-changed","byd-dolphin-g-dm-i","https://nowoczesneauta.pl/modele/byd-dolphin-g-dm-i/","2026-09-11","","price","changed","medium","confirmed","BYD Dolphin G DM-i: pełny cennik przedsprzedaży — katalog 120 800 zł, promocje dla 4 wersji","Karta oferty rozdziela cenę katalogową wersji Active (120 800 zł) od ceny promocyjnej 105 000 zł, którą wcześniej pokazywaliśmy jako jedyną. Doszły promocje pozostałych wersji: Boost 116 900, Comfort 121 550, Sport 124 900 zł (katalog 134 200 / 139 700 / 143 500 zł), do 30.09.2026.","Active 105 000 zł (bez rozróżnienia katalog/promocja)","katalog od 120 800 zł, promocja od 105 000 zł do 30.09.2026","Korygujemy sposób prezentacji ceny na podstawie oficjalnego cennika importera; nie twierdzimy, że importer zmienił cenę sprzedaży, jeśli dokument tego nie mówi.","Karta oferty BYD Polska — odczyt 11.09.2026 (Dolphin G DM-i)","rynek-2026/byd-dolphin-g-dm-i/dane.md","2026-09-11"
"2026-09-11-byd-seal-5-dm-i-promotion-added","byd-seal-5-dm-i","https://nowoczesneauta.pl/modele/byd-seal-5-dm-i/","2026-09-11","","promotion","added","medium","confirmed","BYD Seal 5 DM-i: promocja także dla rocznika 2026 (120 160 / 126 610 zł)","Nowy cennik z 17.08.2026 dla rocznika produkcji 2026 dodaje ceny promocyjne Comfort 120 160 zł i Design 126 610 zł (katalog 129 900 / 139 900 zł). Rocznik 2025 nadal 104 600 / 110 600 zł (cennik z 18.08.2026). Wszystko do 30.09.2026, wyłącznie za gotówkę.","promocja tylko rocznik 2025: 104 600 / 110 600 zł","rocznik 2025: 104 600 / 110 600 zł; rocznik 2026: 120 160 / 126 610 zł","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Karta oferty BYD Polska — odczyt 11.09.2026 (Seal 5 DM-i)","byd/seal-5-dm-i/dane.md","2026-09-11"
"2026-09-11-byd-seal-6-dm-i-touring-promotion-changed","byd-seal-6-dm-i-touring","https://nowoczesneauta.pl/modele/byd-seal-6-dm-i-touring/","2026-09-11","","promotion","changed","medium","confirmed","BYD Seal 6 DM-i Touring: karta oferty przechodzi na rocznik 2026 (Boost 145 580 zł)","Karta oferty BYD z 11.09.2026 pokazuje tylko rocznik 2026 z promocją Boost 145 580 zł i Comfort 161 850 zł (katalog 159 100 / 187 100 zł) do 30.09.2026. Rocznik 2025 przeniesiono na stronę wyprzedaży: Boost 132 090 zł, Comfort Lite 142 590 zł, bez daty końcowej.","rocznik 2025: Boost 132 100 zł, Comfort 146 000 zł (promocja)","rocznik 2026: Boost 145 580 zł, Comfort 161 850 zł; rocznik 2025 w wyprzedaży od 132 090 zł","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Karta oferty BYD Polska — odczyt 11.09.2026 (Seal 6 DM-i Touring)","byd/seal-6-dm-i-touring/dane.md","2026-09-11"
"2026-09-11-byd-seal-6-dm-i-promotion-added","byd-seal-6-dm-i","https://nowoczesneauta.pl/modele/byd-seal-6-dm-i/","2026-09-11","","promotion","added","medium","confirmed","BYD Seal 6 DM-i: promocja rocznika 2026 — Boost 139 630 zł, Comfort 156 220 zł","Obok promocji rocznika 2025 (126 700 / 137 600 / 140 900 zł) karta oferty dodaje ceny promocyjne rocznika 2026: Boost 139 630 zł i Comfort 156 220 zł. Do 30.09.2026, wyłącznie za gotówkę.","promocja tylko rocznik 2025","rocznik 2025 od 126 700 zł, rocznik 2026 od 139 630 zł","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Karta oferty BYD Polska — odczyt 11.09.2026 (Seal 6 DM-i)","byd/seal-6-dm-i/dane.md","2026-09-11"
"2026-09-11-byd-seal-6-dm-i-versions-added","byd-seal-6-dm-i","https://nowoczesneauta.pl/modele/byd-seal-6-dm-i/","2026-09-11","","versions","added","medium","confirmed","BYD Seal 6 DM-i: wersja Comfort Lite wróciła do oferty rocznika 2025","Karta oferty i strona wyprzedaży BYD z 11.09.2026 ponownie wymieniają wersję Comfort Lite (katalog 176 300 zł, promocja 137 600 zł) w roczniku 2025 — korygujemy wcześniejszą notatkę o jej zniknięciu.","Boost i Comfort","Boost, Comfort Lite (rocznik 2025) i Comfort","Odnotowujemy wersję obecną w oficjalnej ofercie importera 11.09.2026; wcześniejsza notatka o jej braku wynikała ze starszego dokumentu.","Karta oferty BYD Polska — odczyt 11.09.2026 (Seal 6 DM-i)","byd/seal-6-dm-i/dane.md","2026-09-11"
"2026-09-11-byd-seal-u-dm-i-promotion-added","byd-seal-u-dm-i","https://nowoczesneauta.pl/modele/byd-seal-u-dm-i/","2026-09-11","","promotion","added","medium","confirmed","BYD Seal U DM-i: promocja rocznika 2025 od 142 800 zł obok rocznika 2026","Karta oferty z 11.09.2026 dodaje ceny promocyjne rocznika 2025: Boost 142 800, Comfort 149 600, Design 168 000 zł (katalog 169 900 / 199 395 / 209 900 zł). Rocznik 2026 bez zmian: 152 100 / 164 600 / 179 500 zł. Do 30.09.2026, wyłącznie za gotówkę.","promocja tylko rocznik 2026 od 152 100 zł","rocznik 2025 od 142 800 zł, rocznik 2026 od 152 100 zł","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Karta oferty BYD Polska — odczyt 11.09.2026 (Seal U DM-i)","byd/seal-u-dm-i/dane.md","2026-09-11"
"2026-09-11-byd-sealion-7-promotion-added","byd-sealion-7","https://nowoczesneauta.pl/modele/byd-sealion-7/","2026-09-11","","promotion","added","medium","confirmed","BYD Sealion 7: promocja obejmuje też rocznik 2026 (od 210 010 zł)","Obok promocji rocznika 2025 (187 000 / 211 600 / 212 000 zł) karta oferty z 11.09.2026 dodaje ceny promocyjne rocznika 2026: Comfort 210 010, Design AWD 227 910, Excellence AWD 237 990 zł (katalog 219 900 / 239 900 / 247 900 zł). Do 30.09.2026, wyłącznie za gotówkę.","promocja tylko rocznik 2025 od 187 000 zł","rocznik 2025 od 187 000 zł, rocznik 2026 od 210 010 zł","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Karta oferty BYD Polska — odczyt 11.09.2026 (Sealion 7)","byd/sealion-7/dane.md","2026-09-11"
"2026-09-11-mg3-hybrid-price-changed","mg3-hybrid","https://nowoczesneauta.pl/modele/mg3-hybrid/","2026-09-11","","price","changed","medium","confirmed","MG3 Hybrid+: cena katalogowa wzrosła o ok. 4 000 zł na wersję","Cennik R26 z 7.09.2026 podnosi ceny katalogowe: Standard 87 950 zł (było 83 950 zł), Excite 94 500 zł (było 90 500 zł), Exclusive 101 000 zł (było 97 000 zł).","83 950 / 90 500 / 97 000 zł","87 950 / 94 500 / 101 000 zł","Korygujemy sposób prezentacji ceny na podstawie oficjalnego cennika importera; nie twierdzimy, że importer zmienił cenę sprzedaży, jeśli dokument tego nie mówi.","Cennik MG Polska — odczyt 11.09.2026 (MG3 Hybrid+)","mg/mg3/dane.md","2026-09-11"
"2026-09-11-mg4-ev-price-changed","mg4-ev","https://nowoczesneauta.pl/modele/mg4-ev/","2026-09-11","","price","changed","medium","confirmed","MG4 EV: najniższa cena wyprzedaży to 100 900 zł (rocznik 2024), nie 105 900 zł","Cennik z 26.06.2026 ma dwa progi wyprzedaży: rocznik 2024 od 100 900 zł i rocznik 2025 od 105 900 zł, przy katalogu 130 900 zł. Pokazujemy najniższy próg jako cenę wyprzedażową i dopisujemy katalog.","105 900 zł (próg rocznika 2025 jako cena główna)","100 900 zł wyprzedaż rocznika 2024 · 105 900 zł rocznik 2025 · katalog 130 900 zł","Korygujemy sposób prezentacji ceny na podstawie oficjalnego cennika importera; nie twierdzimy, że importer zmienił cenę sprzedaży, jeśli dokument tego nie mówi.","Cennik MG Polska — odczyt 11.09.2026 (MG4 EV)","mg/mg4-ev/dane.md","2026-09-11"
"2026-09-11-mgs5-ev-promotion-changed","mgs5-ev","https://nowoczesneauta.pl/modele/mgs5-ev/","2026-09-11","","promotion","changed","medium","confirmed","MGS5 EV: promocja pogłębiona o 2 000 zł, wyprzedaż rocznika 2025 od 129 900 zł","Cenniki z 8.09.2026: rocznik 2026 po promocji 135 900 / 145 900 / 150 900 / 160 900 zł (było 137 900 / 147 900 / 152 900 / 162 900 zł); osobny cennik rocznika 2025 z wyprzedażą 129 900 / 139 900 zł. Katalog bez zmian od 143 900 zł. Do 30.09.2026.","promocja od 137 900 zł","promocja od 135 900 zł (rocznik 2026), wyprzedaż od 129 900 zł (rocznik 2025)","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Cennik MG Polska — odczyt 11.09.2026 (MGS5 EV)","mg/mgs5-ev/dane.md","2026-09-11"
"2026-09-11-mg-cyberster-price-changed","mg-cyberster","https://nowoczesneauta.pl/modele/mg-cyberster/","2026-09-11","","price","changed","low","confirmed","MG Cyberster: cennik z 19.08.2026 rozdziela cenę katalogową (277 900 zł) od promocyjnej (267 900 zł)","Nowy cennik R26 pokazuje osobną cenę katalogową wyższą o 10 000 zł na każdy wariant; ceny sprzedaży 267 900–291 900 zł nie zmieniły się. Oznaczamy 267 900 zł jako cenę promocyjną.","267 900 zł (traktowane jako katalog)","267 900 zł promocyjna · 277 900 zł katalogowa","Korygujemy sposób prezentacji ceny na podstawie oficjalnego cennika importera; nie twierdzimy, że importer zmienił cenę sprzedaży, jeśli dokument tego nie mówi.","Cennik MG Polska — odczyt 11.09.2026 (Cyberster)","mg/mg-cyberster/dane.md","2026-09-11"
"2026-09-11-mgs9-phev-promotion-added","mgs9-phev","https://nowoczesneauta.pl/modele/mgs9-phev/","2026-09-11","","promotion","added","low","confirmed","MGS9 PHEV: kredyt 50/50 RRSO 0% od 86 450 zł wpłaty","Zamiast promocji gotówkowej MG oferuje kredyt 50/50 z RRSO 0%: połowa ceny katalogowej przy zakupie (Excite 86 450 zł), reszta w 12. miesiącu. Cennik z 8.09.2026 podaje termin 30.09.2026, strona kampanii 31.10.2026.","brak aktywnej oferty finansowej z terminem","kredyt 50/50 RRSO 0% do 30.09.2026 (wg cennika)","Zapisujemy stan z oficjalnej karty oferty importera odczytanej 11.09.2026; promocja ma termin i warunek zakupu, których nie interpretujemy szerzej niż dokument.","Cennik MG Polska — odczyt 11.09.2026 (MGS9 PHEV)","mg/mgs9-phev/dane.md","2026-09-11"
"2026-08-24-chery-tiggo-8-warranty-table-completed","chery-tiggo-8","https://nowoczesneauta.pl/modele/chery-tiggo-8/","2026-08-24","2026-07-01","warranty","changed","medium","confirmed","Chery Tiggo 8 ma drugą gałąź gwarancji: 3 lata bez limitu kilometrów","Cennik nr 4 z 1 lipca 2026 rozpisuje pełną tabelę gwarancyjną, której cennik nr 2 nie zawierał. Gwarancja mechaniczna to 7 lat lub 150 000 km, w zależności co nastąpi wcześniej, albo 3 lata bez limitu kilometrów. Druga gałąź ma znaczenie przy dużych rocznych przebiegach.","7 lat / 150 tys. km","7 lat / 150 tys. km lub 3 lata bez limitu km","Nie twierdzimy, że Chery zmieniło warunki gwarancji — nowszy cennik rozpisuje tabelę, której starszy dokument nie zawierał. Zapisujemy stan udokumentowany, a nie domniemaną zmianę oferty.","Cennik Chery Tiggo 8 nr 4 z 01.07.2026","niszowe/chery/tiggo-8/dane.md","2026-09-02"
"2026-08-04-jac-js6-current-price-restored","jac-js6","https://nowoczesneauta.pl/modele/jac-js6/","2026-08-04","","price","changed","high","confirmed","JAC JS6 wraca do aktualnej ceny katalogowej","Kwota 115 900 zł była promocją zakończoną najpóźniej 30 czerwca 2026 roku. Aktualny cennik JAC JS6 dla MY2026/RP2026 potwierdza cenę 119 900 zł brutto.","115 900 zł · wygasła oferta promocyjna","119 900 zł · aktualna cena katalogowa","Nie przedłużamy historycznej promocji bez nowego dokumentu; bieżącą kwotę opieramy na aktualnym cenniku wskazanym w dossier.","Dossier JAC JS6 z aktualnym cennikiem MY2026/RP2026","rynek-2026/jac-js6/dane.md","2026-08-04"
"2026-08-04-maxus-t60-max-gross-price-corrected","maxus-t60-max","https://nowoczesneauta.pl/modele/maxus-t60-max/","2026-08-04","","price","changed","high","confirmed","Maxus T60 MAX pokazuje cenę brutto zamiast netto","Oficjalny cennik podaje 129 900 zł netto. Dla spójnej prezentacji cen konsumenckich karta Maxusa T60 MAX pokazuje teraz 159 777 zł brutto po doliczeniu 23% VAT.","129 900 zł · kwota netto prezentowana bez podatkowego kontekstu","159 777 zł brutto · 129 900 zł netto plus 23% VAT","Nie zmienia się cena źródłowa importera; korygujemy sposób prezentacji, aby wartość główna była porównywalna z cenami brutto innych aut.","Oficjalny cennik Maxus T60 MAX","niszowe/maxus/t60-max/cennik.pdf","2026-08-04"
"2026-08-04-mg-hs-hybrid-price-updated","mg-hs-hybrid","https://nowoczesneauta.pl/modele/mg-hs-hybrid/","2026-08-04","","price","changed","high","confirmed","MG HS Hybrid+ otrzymuje zaktualizowane ceny promocyjne","Najnowszy cennik MG HS Hybrid+ obniża publikowane ceny wersji Excite i Exclusive o 3 000 zł. Bieżący zakres promocyjny wynosi 122 900–133 900 zł brutto.","125 900–136 900 zł","122 900–133 900 zł · aktualne ceny promocyjne","Aktualizujemy obie wersje razem, ponieważ ich ceny wynikają z tej samej, najnowszej edycji oficjalnego cennika MG.","Oficjalny cennik MG HS Hybrid+ R26 z czerwca 2026","mg/mg-hs-hybrid/cennik-r26-2026-06.pdf","2026-08-04"
